token,title,publish_date,city,district,url,description,mileage,year_raw,color,brand_model,third_party_insurance,Gearbox_type,Gearbox_condition,fuel_type,asking_price_raw,engine_condition,chassis_condition,body_condition,vehicle_type,asking_price,mileage_km,year_jalali,year_gregorian
gaOSZwp8,روا سال 89,2026-08-26 10:55:00,اصفهان,بیدآباد,https://divar.ir/v/gaOSZwp8,"روا سال 89 رنگی کاپوت گلگیر عقب و صندوق شاسی پلمپ موتور سر حال کم کار کرد بیمه تا اسفند ماه دف تویوتایی 
کولر و بخاری روشن
تخفیف پای معامله داده میشه",۲۷۶۰۰۰,۱۳۸۹ - ۲۰۱۰,نقره ای,پژو روآ (ROA) سال دوگانه سوز,۷ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۵,۲۵۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۳ ناحیه,,5250000.0,276000.0,1389.0,2010.0
gaXWywJg,پراید,2026-09-01 22:59:00,اصفهان,سروستان,https://divar.ir/v/gaXWywJg,"مدل ۸۵
بدون رنگ یه درب استوک کارخانه
کم کار 
شاسیها جلو و عقب و موتور  پلمپ ،بدون ترک و یا جوش
موتور و فنی در حد 
لاستیکها نو
بیمه یکسال 
ضبط فلش خور ،دزدگیر 
کفپوش ،روکش صندلی 
مخصوص مصرف کننده",۲۱۵۰۰۰,۱۳۸۵ - ۲۰۰۶,بژ,پراید 131 SE,۱ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,1000000.0,215000.0,1385.0,2006.0
gap2F97A,پژو پارس فروشی مدل ۸۸,2026-09-15 18:32:00,اصفهان,هفتون,https://divar.ir/v/gap2F97A,"پژو پارس مدل ۸۸ سفید
بیمه تا اخر برج ۲ سال ۱۴۰۶،دور رنگ ،تک برگ سند
قیمت توافقی",۳۹۸۷۱۲,۱۳۸۸ - ۲۰۰۹,سفید,پژو پارس سال,,,,بنزین,"‏۲۰,۰۰۰ تومان",تعیین‌نشده,تعیین‌نشده,دوررنگ,,20000.0,398712.0,1388.0,2009.0
gapyFSBu,۲۰۶ تیپ ۵ مدل ۹۸,2026-09-15 18:25:00,اصفهان,کارلادان,https://divar.ir/v/gapyFSBu,بدون رنگ و توضیحات ، فوق العاده تمیز و خونگی,۹۴۰۰۰,۱۳۹۸ - ۲۰۱۹,سفید,پژو 206 تیپ ۵,,دنده‌ای,,بنزین,"‏۱,۴۹۰,۰۰۰ تومان",تعیین‌نشده,تعیین‌نشده,سالم و بی‌خط و خش,,1490000.0,94000.0,1398.0,2019.0
gapG3mXI,750 Li vip,2026-09-15 19:56:00,تبریز,,https://divar.ir/v/gapG3mXI,"بی ام وه ۷۵۰ال ای ایکس درایو فول ترین ایندیوژال 
تمامی اپشن هارو داره بدون کسری اپشن چهار نفره وی ای پی 
خودرو سفارش خلیج هست کاپوت رنگ و گلگیر ها ابرنگ داره شاسی ها سالم هست موتور و گیربکس به شرط لاستیک ها ۱۰۰درصد قیمت ۳۷۰۰۰دلار مقطوع  خودرو تبریز و دوهفته هست پلاک شده مدل ۲۰۱۶",۱۰۳۰۰۰,۲۰۱۶,مشکی,بی ام و سری 7 750li,۱۲ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۳۷,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,,37000.0,103000.0,1395.0,2016.0
gap2W5Es,تویوتا لندکروز vxr مشکی ۲۰۲۲ ارس پلاک دایم ارس,2026-09-15 19:41:00,تبریز,,https://divar.ir/v/gap2W5Es,"تویوتا لندکروزر مشکی vxr فول مدل ۲۰۲۲ توینتوربو پلاک دایم ارس بدون رنگ در حد 
پلاک شده آماده تحویل 
دارای گواهی تشخیص رنگ
کارکرد 93 هزار بدون رنگ 
قیمت ۱۰۵ هزار دلار
فروش نقدی - معاوضه نداریم",۹۴۰۰۰,۲۰۲۲,مشکی,تویوتا لندکروزر 4 در 6 سیلندر 3.4 لیتر توربو VXR,۳ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۱۰۵,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,105000.0,94000.0,1401.0,2022.0
gap2GovN,تویوتا فرانتلدر فیس 2026 فول,2026-09-15 19:39:00,تبریز,,https://divar.ir/v/gap2GovN,"با سلام و احترام 
تویوتا فرانتلدر مدل 2025 فیس 2026 (فول کامل)
ماشین بدون خط و خش و بدون ضربه 
امکانات مهم این ماشین صندلی چرمی، صندوق عقب برقی ،صندلی برقی،دوربین 360 درجه، رادار بین خطوط، کمک راننده اتوماتیک، ترمز اظطراری، و همچنین گرم کن صندلی ، 
ماشین ارس پلاک می‌باشد 
قیمت خودرو ۲۸ هزار دلار میباشد",۶۰۰,۲۰۲۵,سفید,تویوتا فرانت لندر هیبرید 2 لیتر,۵ ماه,اتوماتیک,سالم و پلمپ,هیبرید,"‏۲۸,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,28000.0,600.0,1404.0,2025.0
gaPSRMyR,فرصت استثنائی فروش MG5 اماده تحویل,2026-08-26 19:59:00,تبریز,,https://divar.ir/v/gaPSRMyR,"باسلام 
فرصت استثنائی پیش فروش خودرو  

ام جی 5 

اماده تحویل پشت فنس روزه در منطقه ازاد ارس 

با بعیانه فقط:30%
MG5 دنده اتوماتیک
13100$

یک فرصت استثنائی

دنیای خودرو",۰,۲۰۲۶,سفید,ام جی 5,۱۲ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۱۲,۹۵۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,12950000.0,0.0,1405.0,2026.0
gapiWsdm,پرشیا مدل ۸۵ دوگانه ،خانگی ،,2026-09-15 19:18:00,تبریز,,https://divar.ir/v/gapiWsdm,"با سلام 
پرشیا مدل ۸۵ دوگانه سوز به رنگ نقره‌ای، 
شاسی ها سالم ، پلمپ پلمپ ،
موتور فنی سالم ،سالم ،
داخل کابین تمیز و مرتب، 
ضبط و باند فعال ،
بدون کوچیکترین ایراد،
جلو بندی نو نو ،
همه مصرفی ها تازه سرویس شده ،
بدنه ماشین بدون خط و خش ،
برای اطلاعات بیشتر تماس بگیرید، 
ساعت بازدید از ۱۱ صبح الی ۱۱ شب ،در خدمتم، 
یا علی ،",۲۵۰۰۰۰,۱۳۸۵ - ۲۰۰۶,نقره ای,پژو پارس ساده,۳ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز دستی,"‏۷۵,۵۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,75500000.0,250000.0,1385.0,2006.0
gapKWLgZ,پراید ۸۱,2026-09-15 18:51:00,تبریز,,https://divar.ir/v/gapKWLgZ,"سلام خسته نباشید
یک دستگاه پراید مدل ۸۱
موتور سالم گیربکس سالم
بیمه ۱۱ ماه ماینه ۱۱ ماه
دوگانه هس ولی کپسول ندارد
تخفیف در حد شیرینی
قسطی یا چکی قبول نیس فقد نقد",۳۰۰۰۰۰,۱۳۸۱ - ۲۰۰۲,سفید,پراید صندوق دار CNG,۱۱ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز دستی,"‏۲۶,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,خط و خش جزیی,,26000000.0,300000.0,1381.0,2002.0
gapCmuvr,پژو پارس دوگانه۹۹(معاوضه،شرایطی),2026-09-15 18:44:00,تبریز,,https://divar.ir/v/gapCmuvr,"پژو پارس دوگانه مدل ۹۹ بدون رنگ شاسی ها پلمپ
رنگ فقط دور گلگیر عقب و زیر زه درب عقب به اندازه ۲ کف دست
فنی سواری درحد صفر
موتور بدون بخار یا روغن سوزی و تازه تعمیر
قابل معاوضه با خودرو
درصورت کسری مقداری از مبلغ شرایطی هم معامله میشود
با باغ و ویلا و زمین معاوضه نمیگردد",۱۶۰۰۰۰,۱۳۹۹ - ۲۰۲۰,سفید,پژو پارس دوگانه سوز,,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۱,۴۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,,1400000.0,160000.0,1399.0,2020.0
gap-F_eZ,پژو ۴۰۵دوگانه کارخانه,2026-09-15 18:41:00,تبریز,,https://divar.ir/v/gap-F_eZ,"پژو ۴۰۵دوگانه کارخانه 
مدل ۹۶
درجه یک 
یک گلگیر رنگ 
شاسی ها پلمپ 
خوردگی جزئی کف صندوق 
موتور فنی به شرط 
نقد اقساط 
قابلیت اقساط هم هست تا ۳ماه 
بازدید بستان اباد اتو اهورا",۲۰۰۰۰۰,۱۳۹۶ - ۲۰۱۷,نقره ای,پژو 405 GLX - دوگانه سوز CNG,۳ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۱,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,1000.0,200000.0,1396.0,2017.0
gapulBss,۲۰۷ پانا بدون رنگ(شرایطی،معاوضه),2026-09-15 18:20:00,تبریز,,https://divar.ir/v/gapulBss,"۲۰۷ بدون رنگ درحد
فنی سالم بدون ایراد
لاستیک بالای ۸۰ درصد
بیمه تا اخر سال
قابل معاوضه با خودرو 
در صورت کسری مقداری از مبلغ شرایطی قابل معامله میباشد
با باغ و ویلا و زمین معاوضه نمیشود",۱۲۵۰۰۰,۱۴۰۰ - ۲۰۲۱,خاکستری,پژو 207i پانوراما دنده ای,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۸۷۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1870000.0,125000.0,1400.0,2021.0
gapalfHs,BMw430i,2026-09-15 18:01:00,تبریز,,https://divar.ir/v/gapalfHs,"BMW430i,مدل ۲۰۱۹،چهار تکیه اب رنگ",۱۱۰۰۰۰,۲۰۱۹,نقره ای,بی ام و سری 4 گرن کوپه 420i,۱۲ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۲۶,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,,26000.0,110000.0,1398.0,2019.0
gapOGA7n,Kmc t8,2026-09-15 19:01:00,شیراز,ارم,https://divar.ir/v/gapOGA7n,"باسلام کی ام سی تی ۸
مدل۱۴۰۱تحویل برج۸ ۱۴۰۲
تک برگ سند  بدون رنگ  بدون  پی دی آر  و بدن نقطه 
مدارک اماده انتقال   گارانتی فعال  به شرط رزومه  کرمان موتور
یک روز. آفرود و شرکت کار نکرده 
استثنایی
معاوضه با خودرو ایرانی یا پیکاپ درجه یک یا هایلوکس تک کابین دارم 
بازدید شهرستان  فقط تماس جوابگو هستم",۵۹۰۰۰,۱۴۰۱ - ۲۰۲۲,مشکی,کی ام سی T8,۱۰ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1000.0,59000.0,1401.0,2022.0
gapGWhL-,اریزو5 اتومات,2026-09-15 18:49:00,شیراز,ارم,https://divar.ir/v/gapGWhL-,با سلام خودرو فوق بکر بکر بدون هیچ مشکلی تمام سرویس هاشو به موقعه انجام دادم فقط یک گلگیر سمت شاگرد و (یکم) سه گوش درب راننده رن  با جک s5 هم معاوضه میکنم,۲۱۰۰۰۰,۱۳۹۶ - ۲۰۱۷,سفید,چری آریزو 5 اتوماتیک اکسلنت,۹ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۱,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1000.0,210000.0,1396.0,2017.0
gapaQMO4,ثبت نام نیسان N6 _NX8 مدل 2026 _دو مرحله,2026-09-15 18:49:00,شیراز,ابیوردی,https://divar.ir/v/gapaQMO4,"✨هلدینگ ارم خودرو (زارع) ✨
✨کارشناس فروش : خانم افشاری✨
NISSAN N6 170Max+ flagship 
NISSAN NX8 310 max 
NISSAN NX8 150 pro
 -------------------------------------------------
نیسان N6 Max مدل 2026
فول اپشن 
✅ قیمت قطعی
✅پرداخت 2مرحله ای
نیسان NX8 310 max مدل 2026 
فول اپشن 
✅ قیمت قطعی
✅پرداخت 2مرحله ای
نیسان N6 180 max 
✅ تحویل فوری سند و مدارک اماده  
 تحویل 90 روزه* 
فول‌ترین تیپ بازار (تیپ پرچمدار) مدل 2026 
پلاگین هایبرید / بدون حساسیت به بنزین
۱۷۰ کیلومتر پیمایش EV تمام برقی
بیش از ۱۲۰۰ کیلومتر پیمایش با یک باک بنزین
ماساژور صندلی جلو - اتو پارک - طراحی مدرن با چراغ‌های یکپارچه و دستگیره مخفی
 صندوق عقب جادار 570 لیتری
--------------------------------------------------------------
جهت کسب اطلاعات بیشتر تماس حاصل فرمایید
چمران/نبش ابیوردی3 /ارم خودرو/طبقه دوم",۰,۲۰۲۶,سفید,نیسان N6 پلاگین هیبرید 1.5 لیتری,۱۲ ماه,اتوماتیک,سالم و پلمپ,پلاگین هیبرید,"‏۱,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1000000.0,0.0,1405.0,2026.0
gaLuDNNw,فروش,2026-08-23 21:57:00,شیراز,داریون,https://divar.ir/v/gaLuDNNw,پراید یشمی، مدل ۸۴ ،دوگانه دستی،موتور گیربکس سالم،یک شاسی تعویض ،کمی آفتاب سوختگی از سقف,۵۸۰۰۰,۱۳۸۴ - ۲۰۰۵,یشمی,پراید صندوق دار بنزینی,۶ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز دستی,"‏۳,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,خط و خش جزیی,,3000000.0,58000.0,1384.0,2005.0
gap2FUqR,۲۰۷ پانا سفید درحد صفر,2026-09-15 18:34:00,شیراز,سینما سعدی,https://divar.ir/v/gap2FUqR,"‌‌* در حد صفر 
* دیدنی و کارکرد واقعی / تک برگ سند
* بدنه فابریک / بدون رنگ / کاملا خانگی 
* اتو گالری فارسیان / ۳۰ متری سینما سعدی 
*  با ۳۵ سال سابقه در خرید و فروش خودرو",۴۰۰۰۰,۱۴۰۰ - ۲۰۲۱,سفید,پژو 207i پانوراما دنده ای,۷ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,100000.0,40000.0,1400.0,2021.0
gap2VGeJ,MVM X55 1403,2026-09-15 18:28:00,شیراز,فرهنگ شهر,https://divar.ir/v/gap2VGeJ,"MVM X55
1403
۳۰ تا کار 
بدون رنگ
گارانتی فعال 

✨ اتو عبدالهی حس خوب اعتماد ✨",۳۰۰۰۰,۱۴۰۳ - ۲۰۲۴,مشکی,ام وی ام X55 Pro اکسلنت اسپرت,,اتوماتیک,سالم و پلمپ,بنزین,"‏۱۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,100000.0,30000.0,1403.0,2024.0
gagyw0CP,لاماری ۴۰۳ در حد صفر,2026-09-08 16:59:00,شیراز,هفت تنان,https://divar.ir/v/gagyw0CP,لاماری ۴۰۳ در حد صفر کم کار گارانتی فعال از همه لحاظ به شرط زاپاس نخوره تمام سرویس هاش داخل نمایندگی انجام شده,۴۸۰۰۰,۱۴۰۳ - ۲۰۲۴,سرمه ای,لاماری ایما,۶ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۵,۱۵۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,5150000.0,48000.0,1403.0,2024.0
gapil2ay,فروش خودرو فیدلیتی,2026-09-15 18:20:00,شیراز,سینما سعدی,https://divar.ir/v/gapil2ay,خودروی فیدلیتی مدل 403,۴۰۰۰۰,۱۴۰۳ - ۲۰۲۴,سفید,فیدلیتی پرایم ۷ نفره,۶ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۵,۲۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,5200000.0,40000.0,1403.0,2024.0
gapqlTdW,پراید 131SEسفید مدل ۹۳فول,2026-09-15 18:18:00,شیراز,شهرک ولیعصر,https://divar.ir/v/gapqlTdW,"تمیز وخانگی
فنی درجه یک 
شاسی عقب وجلو پلمپ
جفت ایربگ
هیدرولیک 
ای بی اس 
کولر وبخاری سالم 
روکش صندلی
دزدگیر 
کف‌پوش سه بعدی 
ضبط کنوود
باند پایونر 
بیمه تا خرداد 406
معاینه فنی تا پایان سال 
سند بنام خودم آماده انتقال",۲۷۰۰۰۰,۱۳۹۳ - ۲۰۱۴,سفید,پراید 131 SE,۹ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1000000.0,270000.0,1393.0,2014.0
gahKR0RA,مزدا۳مدل اخر۸۷تحویلی۸۸تیپ۳فول خانگی بشرط درحد,2026-09-09 11:35:00,شیراز,قدوسی شرقی,https://divar.ir/v/gahKR0RA,"مزدا۳ مدل اخر۸۷ تحویلی ۸۸ تیپ۳فول ماشین‌کاملا خانگی از اول دست‌خودمون بوده استثنایی بشرط درحد
موتور گیربکس بشرط کارشناس شما
موتور بدون ذره ای کم کردن اب یا روغن بدون ذره ای کمپرس بشرط سالم و نو 
گیربکس بدون تقه بدون متوجه شدن حالت تعویض دنده بشرط در دوحالت اوتومات و دستی
جلوبندی سالم،تمامی ادوات برقی و سنسورها و الارم ها سالم و فعال بدون مشکل بشرط
تمام مصرفی ها اعم از لنت روغن موتور روغن گیربکس باطری تسمه دینام همگی کاملا نو شده 
تودری ها داشبورد همگی سالم و نو بدون ذره ای زدگی
عکس گویای همه چیزه بدون افکت کاملا واقعی
بشرط بدون ریالی خرج
سانروف سه حالته
گرمکن صندلی
لاستیک ۲۰۵خارجی با رینگ
مانیتور اندروید
چراغها هدلایت
بدنه بدون خطوخش و موج صاف یکدست
سرامیک ۳ساله خاک گریز و ابگریز
«««سقف ستون شاسی پلمپ»»»
چند تکه دور از رو ابرنگ خورده بعلت افتاب سوختگی
بیمه ۱۱ماه معاینه فنی تااخر امسال
روکش کفپوش سه بعدی شیشه دودی
ماشین خانگی هست دست خودمون بوده بدون ذره و ریالی خرج‌بشرط میدم 
اسب زین شده
فروش بعلت نیاز مالی
قیمت عالی میدم ب مصرف کننده واقعی پای معامله تخفیف میدم‌
سند پلاک اماده انتقال",۳۳۸۰۰۰,۱۳۸۷ - ۲۰۰۸,مشکی,مزدا 3 مونتاژ تیپ 3,۱۱ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۱۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۳ ناحیه,,10000.0,338000.0,1387.0,2008.0
gapili8e,bmw 320i 2018,2026-09-15 18:09:00,شیراز,فرهنگ شهر,https://divar.ir/v/gapili8e,"bmw 320i
2018
60 تا کار
بدون رنگ
رزومه پرشیا خودرو 

✨ اتو عبدالهی حس خوب اعتماد ✨",۶۰۰۰۰,۲۰۱۸,طوسی,بی ام و سری 3 سدان 320i,,اتوماتیک,سالم و پلمپ,بنزین,"‏۱۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,100000.0,60000.0,1397.0,2018.0
gapKlGp1,پارس تیوفایو ۴۰۲,2026-09-15 18:00:00,شیراز,هفت تنان,https://divar.ir/v/gapKlGp1,پارس تیوفایو ۴۰۲بدون رنگ سر گلگیر جلو سمت شاگرد صافکاری شده بدون رنگ  گلگیر عقب هم صافکاری بدون رنگ  تو عکس مشخصه بیمه دو ماه,۹۰,۱۴۰۲ - ۲۰۲۳,سفید,پژو پارس LX TU5,۲ ماه,,,بنزین,"‏۱,۹۹۰,۰۰۰ تومان",تعیین‌نشده,تعیین‌نشده,صافکاری بی‌رنگ,,1990000.0,90.0,1402.0,2023.0
gapWFsck,فروش حواله سمند سورن پلاس,2026-09-15 18:00:00,شیراز,لاله,https://divar.ir/v/gapWFsck,فروش حواله سمند سورن پلاس واریزی 1725,۰,۱۴۰۵ - ۲۰۲۶,سفید,سمند سورن پلاس XU7P بنزینی,۱۲ ماه,,,بنزین,"‏۴۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,45000000.0,0.0,1405.0,2026.0
