token,title,publish_date,city,district,url,description,mileage,year_raw,color,brand_model,third_party_insurance,Gearbox_type,Gearbox_condition,fuel_type,asking_price_raw,engine_condition,chassis_condition,body_condition,vehicle_type,asking_price,mileage_km,year_jalali,year_gregorian,price_corrected,price_original_raw,price_flag_extreme_high,mileage_flag_high,brand,is_pickup,brand_matched,insurance_months_left,brand_freq,district_freq,city_freq,fuel_type_freq,Gearbox_type_freq,Gearbox_condition_freq,engine_condition_freq,chassis_condition_freq,body_condition_freq
gapqGKQw,دنا پلاس اتوماتیک,2026-09-15 19:25:00,مشهد,شهرآرا,https://divar.ir/v/gapqGKQw,"با سلام دنا پلاس اتوماتیک ۱۴۰۱ اپشنال 
بیمه تا برج ۳ سال آینده 
معاینه دارد 
لاستیک ۲۰۵ نو 
۸۰ تا کار بی نقص و عیب ماشین
با مشتری کنار میایم",۸۰۰۰۰,۱۴۰۱ - ۲۰۲۲,طوسی,دنا پلاس اتوماتیک,۱۲ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۲,۳۶۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2365000000.0,80000.0,1401.0,2022.0,False,,False,False,دنا,False,False,12.0,0.037515375153751536,0.007147962830593281,0.14083640836408365,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapqGTlF,ماشین کوییک,2026-09-15 19:25:00,مشهد,اقبال,https://divar.ir/v/gapqGTlF,"سلام عرض ادب :
ماشین کوییک مدل ۱۴۰۰
فنی و موتوری سالم مرتب 

روغن ۳ روزه عوض شده 
بیمه تا سال ۱۴۰۶ داره

رنگ نداره شاسی سالم 
مدارک قابل انتقال هست و کامل

صفحه کلاج و لنت ها و مصرفی ها تعویض شده

*با ماشین ۲۰۶ مدل ۹۰ ب بالا معاوضه دارم *
و قیر این صورت خیر ممنونم 
*لطفا فقط تماس بگیرید *",۹۲۰۰۰,۱۴۰۰ - ۲۰۲۱,سفید,کوییک GXR تیپ L,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۰۶۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1060000000.0,92000.0,1400.0,2021.0,False,,False,False,کوییک,False,False,12.0,0.041820418204182044,0.0007147962830593281,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapq2BVC,پراید.مدل۸۲ رنگ سفید شیری دوگانه دوررنگ,2026-09-15 19:24:00,مشهد,امیر آباد,https://divar.ir/v/gapq2BVC,علت پول لازم دارم فروشیه باقیمت عاای موتوری سالم گیربکس سالم شاستی جلوترک خورده ولی عقب سالم بیمه تااول سال جدید,۴۵۰۰۰۰,۱۳۸۱ - ۲۰۰۲,سفید,پراید Saba GLXI,۶ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۲۶۰,۰۰۰,۰۰۰ تومان",سالم,,دوررنگ,,260000000.0,450000.0,1381.0,2002.0,False,,False,False,پراید,False,False,6.0,0.13899138991389914,0.0007147962830593281,0.14083640836408365,0.07933579335793357,0.708626198083067,0.9797627355198884,0.9317343173431735,,0.0984009840098401
gapqmJyt,اطلس جی صفر سفید و مشکی,2026-09-15 19:24:00,مشهد,پروین اعتصامی,https://divar.ir/v/gapqmJyt,"اطلس جی صفر سفید مشکی ساندروف دار 
تحویل 405/06/20 
قیمت خودرو قیمت سایت و قیمت روز می باشد
مکان خودرو در شهرستان تایباد می‌باشد",۰,۱۴۰۵ - ۲۰۲۶,سفید,سایپا اطلس G,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۷۴۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1740000000.0,0.0,1405.0,2026.0,False,,False,False,سایپا,False,False,12.0,0.01107011070110701,0.0014295925661186562,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
ga7Vnw6R,۲۰۷ پاناروما ۱۴۰۴,2026-08-16 23:53:00,مشهد,کوه سنگی,https://divar.ir/v/ga7Vnw6R,"‹ سلام و ادب
مدل ۱۴۰۴ 
پاناروما 
ارتقا یافته 
رنگ مشکی 
درحد صفر 
کارت طلایی
گارانتی فعال
بدون توضیح 
بازدید = پسند 
تخفیف پای معامله دارد
(( موجود می‌باشد/تماس بگیرید  ))
-------------------
ضمناً ؛ یک دستگاه ۴۰۵ glx‌
 رنگ خاکستری 
مدل ۹۶ 
کارکرد ۱۶۷۰۰۰
شاسی پلمپ 
بدون رنگ 
به قیمت ۱.۰۲۰ موجود می‌باشد .
ارادت ›",۱۰۵۰۰,۱۴۰۴ - ۲۰۲۵,مشکی,پژو 207i پانوراما دنده ای,۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۲,۳۱۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2310000000.0,10500.0,1404.0,2025.0,False,,False,False,پژو,False,False,2.0,0.2816728167281673,0.002144388849177984,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapmW5Dc,۲۰۷ پانا 1402 درحد خشک,2026-09-15 19:24:00,مشهد,امیر,https://divar.ir/v/gapmW5Dc,"خودرو بدون رنگ و خط و خش و شاسی ها سالم میباشد
۳۷هزار کار کرد واقعی
روکش صندلی چرمی نو تازه اجرا شده (عکس اخر مشخص هست)
کف پوش سه بعدی 
باطریش تازه یه ماهه عوض شده و گارانتیش فعاله
روغن و فیلتر ها کمتر از یک ماهه که عوض شده 
قفل باطری و کامپیوتر گذاشتم روش
خودرو دومم بوده و بسیار تمیز و کم کار هست
دارای بیمه شخص ثالث و بدنه",۳۷۰۰۰,۱۴۰۲ - ۲۰۲۳,سفید,پژو 207i پانوراما دنده ای,,دنده‌ای,سالم و پلمپ,بنزین,"‏۲,۰۷۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2070000000.0,37000.0,1402.0,2023.0,False,,False,False,پژو,False,False,,0.2816728167281673,0.002144388849177984,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gafi-o-U,اریزو 5 fl,2026-09-08 14:28:00,مشهد,خاتم الانبیا,https://divar.ir/v/gafi-o-U,"ماشین بسیار تمیز کلگیر جلو ضاگرد رنگ و ابرنگ ما بقی 
بدون خوردگی کیلومتر‌واقعی ۱۳۷۵۰ ماشین بسیار سالم عکس کارشناسی موجود",۱۴۰۰۰,۱۴۰۴ - ۲۰۲۵,مشکی,ام وی ام Arrizo 5 sport fl,۷ ماه,اتوماتیک,,بنزین,"‏۳,۴۵۰,۰۰۰,۰۰۰ تومان",سالم,,رنگ‌شدگی در ۱ ناحیه,,3450000000.0,14000.0,1404.0,2025.0,False,,False,False,ام,False,False,7.0,0.03874538745387454,0.0007147962830593281,0.14083640836408365,0.8714637146371463,0.28626198083067095,,0.9317343173431735,,0.07503075030750307
gapm2-ny,تیبا ۱۴۰۰,2026-09-15 19:23:00,مشهد,نوید,https://divar.ir/v/gapm2-ny,"سلام 
فنی سالم بدون روغن ریزی 
بیمه ۱۱ ماه",۱۷۰۰۰۰,۱۴۰۰ - ۲۰۲۱,سفید,تیبا 2 (هاچبک) EX,۱۱ ماه,دنده‌ای,,بنزین,"‏۹۴۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,خط و خش جزیی,,940000000.0,170000.0,1400.0,2021.0,False,,False,False,تیبا,False,False,11.0,0.011685116851168511,0.0035739814152966403,0.14083640836408365,0.8714637146371463,0.708626198083067,,0.9317343173431735,0.9197031039136302,0.0940959409594096
gapmGf9e,کوییک r تصادفی کمضرب,2026-09-15 19:23:00,مشهد,نوید,https://divar.ir/v/gapmGf9e,"با سلام 
خودرو فوق شاسی ها کامل سالم بدون کوچکترین ضرب
ایربگ فرمان سالم 
خودرو روشن حرکت 
از قبل تصادف بدون رنگ 
کمکار 
کم هزینه 
لطفا فقط تماس
فقط نقد 
با تشکر",۱۸۰۰۰۰,۱۳۹۹ - ۲۰۲۰,مشکی,کوییک دنده ای R,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۵۴۸,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,تصادفی,,548000000.0,180000.0,1399.0,2020.0,False,,False,False,کوییک,False,False,6.0,0.041820418204182044,0.0035739814152966403,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.010455104551045511
gaoud6jb,ایکس۳۳sاسپرت,2026-09-15 19:23:00,مشهد,دانشجو,https://divar.ir/v/gaoud6jb,"ایکس ۳۳sاسپرت 
گیربکس تازه کارهاش شده تسمه تایم و مصرفی ها تازه تعویض شده 
رنگ موکت خوشگل 
لاستیک ۱۰۰ درصد نو ۱۷ که مبلغ ۸۰ ملیون هزینه لاستیک شده مصرفی ها باگیر بکس تقریبا ۴۰۰ ملیون هزینه کردم
سانروف ۲ حالت 
فروش به علت خرید ماشین مدل بالاتر",۲۵۰۰۰۰,۱۳۹۶ - ۲۰۱۷,قهوه ای,ام وی ام X33 S اسپرت,۲ ماه,اتوماتیک,تعمیر شده,بنزین,"‏۲,۱۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,,2100000000.0,250000.0,1396.0,2017.0,False,,False,False,ام,False,False,2.0,0.03874538745387454,0.005003573981415297,0.14083640836408365,0.8714637146371463,0.28626198083067095,0.015352407536636426,0.9317343173431735,0.9197031039136302,0.05289052890528905
gapmGo5L,۲۰۶تیپ۵مدل۹۴,2026-09-15 19:22:00,مشهد,شهید بهشتی,https://divar.ir/v/gapmGo5L,ماشین ازبابت اتاق بدون صداتمام رنگ وابرنگ خودم زدم جلوبندی نوشده ۴حلقه لاستیک درصدبالا.بیمه۱۱ماه .روکش صندلی وکفپوش نو.هدلایت دادسراهای جلواسپرت.دیسک وصفحه تازه نوشده,۲۰۷۰۰۰,۱۳۹۴ - ۲۰۱۵,سفید,پژو 206 تیپ ۵,۱۱ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۹۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۵ ناحیه,,900000000.0,207000.0,1394.0,2015.0,False,,False,False,پژو,False,False,11.0,0.2816728167281673,0.005003573981415297,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.003075030750307503
gapm2Ocp,پژو ۲۰۷ پاناروما,2026-09-15 19:22:00,مشهد,شهرک لشکر (شهرک غرب),https://divar.ir/v/gapm2Ocp,"**پژو ۲۰۷ پانوراما دنده‌ای مدل ۱۴۰۱**

 کارکرد: **۸۸,۵۰۰ کیلومتر**
 **کاملاً بی‌رنگ**
 بیمه: **۶ ماه**
 موتور و گیربکس سالم
 **دیسک و صفحه تازه تعویض شده**
 **روغن تازه تعویض شده**

✨ **لوازم و آپشن‌ها:**
• **GPS**
• چراغ‌های **هدلایت**
• چراغ سپر عقب **اسپرت**
• **رینگ MC**
• **لیپ سپر**
• دورفرمان
• روکش صندلی
• کفپوش **یک‌تکه**
• لاستیک **Comfort Habild 205**

 کابین تمیز و مرتب
 استفاده شخصی
 آماده بازدید و کارشناسی

 خودرو کاملاً قابل کارشناسی است.

 **قیمت: [قیمت]**

فقط خریدار واقعی تماس بگیرد.",۸۸۵۰۰,۱۴۰۱ - ۲۰۲۲,سفید,پژو 207i پانوراما دنده ای,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۹۳۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1930000000.0,88500.0,1401.0,2022.0,False,,False,False,پژو,False,False,6.0,0.2816728167281673,0.0007147962830593281,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapiW-_g,206 تیپ 2.مدل 1400,2026-09-15 19:21:00,مشهد,حسین آباد,https://divar.ir/v/gapiW-_g,سلام 206.تیپ 2تمیز زیر پا فنی عالی  با مشتری واقعی کنار میام پول لازمم. ماشین جدید خریدم,۱۳۳۰۰۰,۱۴۰۰ - ۲۰۲۱,سفید,پژو 206 تیپ ۲,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۳۴۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1340000000.0,133000.0,1400.0,2021.0,False,,False,False,پژو,False,False,12.0,0.2816728167281673,0.005003573981415297,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapm2YEi,فروش کوییک سفید مدل 1401 مشابه صفر,2026-09-15 19:21:00,مشهد,توس (بلوار توس),https://divar.ir/v/gapm2YEi,"کوییک سفید 1401 کارکرد 48 هزار 
بیمه تا برج 9
گلگیر عقب سمت راننده رنگ 
سینی شاسی جلو مقداری خوردگی راست ترک بقیه سالم",۴۸۰۰۰,۱۴۰۱ - ۲۰۲۲,سفید,کوییک GXR تیپ L,۹ ماه,دنده‌ای,,بنزین,"‏۱,۱۸۰,۰۰۰,۰۰۰ تومان",سالم,,رنگ‌شدگی در ۱ ناحیه,,1180000000.0,48000.0,1401.0,2022.0,False,,False,False,کوییک,False,False,9.0,0.041820418204182044,0.0014295925661186562,0.14083640836408365,0.8714637146371463,0.708626198083067,,0.9317343173431735,,0.07503075030750307
gapm2IxN,آریو مدل ۹۶ اتومات,2026-09-15 19:21:00,مشهد,هفت تیر (حافظ),https://divar.ir/v/gapm2IxN,"آریو 
مدل ۹۶
۲۰۰ کار
لاستیک نو 
سرویس ها انجام شده
اپل کار پلی 
چراغ زنون
بیمه فروردین ماه",۲۰۰۰۰۰,۱۳۹۶ - ۲۰۱۷,سفید,آریو اتوماتیک 1600cc,۶ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۱,۳۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1300000000.0,200000.0,1396.0,2017.0,False,,False,False,آریو,False,False,6.0,0.0024600246002460025,0.0035739814152966403,0.14083640836408365,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapmWddx,پژو پارس معاوضه,2026-09-15 19:21:00,مشهد,خواجه ربیع,https://divar.ir/v/gapmWddx,سلام پژو پارس مدل ۸۹ شاسی سالم عقب خورده معاوضه باپیکان وانت مدل ۹۰ به بعد پژو ۳تیکه رنگ آفتاب سوختگی کمی ربیمه ۱سال خلافی ۰    مالیات ۰   موتوری عالی   نقدی به فی,۴۸۰۰۰۰,۱۳۸۹ - ۲۰۱۰,سفید,پژو پارس سال,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۷۶۰,۰۰۰,۰۰۰ تومان",سالم,,رنگ‌شدگی در ۱ ناحیه,,760000000.0,480000.0,1389.0,2010.0,False,,False,False,پژو,False,False,12.0,0.2816728167281673,0.0007147962830593281,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,,0.07503075030750307
gaMm3-a3,بلریانس اتومات موتور بزگ,2026-08-24 20:37:00,مشهد,الهیه,https://divar.ir/v/gaMm3-a3,"مدل ۹۷
اتومات
موتور بزرگ
همه ی خرجاش شدهه
کارشناسی موجود
شاسیا سالم
کارکرددویست هزارتا",۲۰۰۰۰۰,۱۳۹۷ - ۲۰۱۸,سفید,برلیانس H330 اتوماتیک 1650cc,۳ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۱,۹۷۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1970000000.0,200000.0,1397.0,2018.0,False,,False,False,برلیانس,False,False,3.0,0.007380073800738007,0.008577555396711936,0.14083640836408365,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaLiAR6W,پراید85دوگانه کارخانه,2026-08-23 18:19:00,مشهد,کارمندان دوم,https://divar.ir/v/gaLiAR6W,عرض ادب واحترام پرایددوگانه کارخانه تاریخ تا دوهزاروسی بیمه تا برج 12 معاینه یک سال موتورفنی همش به شرط بدون روغن ریزی وروغن سوزی لاستیکا70درصدسه چهارتیکه فابریک داره نبردم حقیقتاشاسی هادرکل سالم تماس درخدمتم,۳۰۰۰۰۰,۱۳۸۵ - ۲۰۰۶,مشکی,پراید صندوق دار CNG,۸ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۳۶۵,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,صافکاری بی‌رنگ,,365000000.0,300000.0,1385.0,2006.0,False,,False,False,پراید,False,False,8.0,0.13899138991389914,0.0007147962830593281,0.14083640836408365,0.07933579335793357,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.00984009840098401
gakCqKky,هیوندا ای ۳۰ i30,2026-09-12 04:14:00,مشهد,گوهرشاد,https://divar.ir/v/gakCqKky,"فقط قسمت درب راننده  به اندازه کف دست رنگ مابقی بدون رنگ و توضیح  فول کامل دو گرم دو سرد فول ایربگ کول باکس اینه برقی و … ماشین هم از نظر بدنه و هم از نظره موتوری درجه یک بدون کوچیک ترین خرج 
از نزدیگ ببینید متوجه میشید 

فروش فقط نقد قیمتشو خوب زدم ولی تخفیف پای معامله",۲۵۰۰۰۰,۲۰۱۰,سفید,هیوندای i30,۶ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۲,۸۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,2850000000.0,250000.0,1389.0,2010.0,False,,False,False,هیوندای,False,False,6.0,0.023370233702337023,0.0014295925661186562,0.14083640836408365,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.07503075030750307
gaoGBydI,چانگان مدل ۹۸ فول ترین اتوماتیک درحد,2026-09-14 18:55:00,مشهد,عبادی,https://divar.ir/v/gaoGBydI,"چانگان  سی  35  سایپا  موتور  بلو 

  ۱۲۲ هزار تا کار کرد  موتور  گیربکس 

جلوبندی  عقب بندی  کاتلیزور اگزوز 

زاپاس همه پلمپ شاستیهای جلو و عقب 

صد در صد پلمپ  بدون  رنگ  و  خش   

حتی  سپرها و آینها  صندلی‌ها کامل چرم 

مانیتور بزرک فابریک دوربین عقب سانروف 

3 حالته   1برگ سند کمپانی   بیمه ۱ ماه 

مدارک کامل  کولر و بخاری عالی  فول ترین 

حالت ممکن  نامه  کارشناسی موجود  چت 

دیوار  درخدمتم.",۱۲۲۰۰۰,۱۳۹۸ - ۲۰۱۹,سفید,چانگان CS35 مونتاژ,۱ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۲,۸۸۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2880000000.0,122000.0,1398.0,2019.0,False,,False,False,چانگان,False,False,1.0,0.004305043050430504,0.0007147962830593281,0.14083640836408365,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
galyGJ3C,تیبا ۲ مدل ۱۴۰۰ شرایطی,2026-09-12 18:43:00,مشهد,آبکوه,https://divar.ir/v/galyGJ3C,"تیبا ۲ سفید 
مدل ۱۴۰۰ 
_فنی و موتوری سالم 
_شاستی سالم و بدون تصادف 
_یک سرشاستی خوردگی ترافیکی 
_رنگ شدگی جزئی بابت زیبایی 
_کفپوش سه بعدی 
_پخش مکسیدر بلوتوثی 
_مدارک کامل و آماده انتقال 
_۶ ماه بیمه و معاینه فنی 
_فروش نقدی و شرایطی ۲۴ ماهه 
_مبلغ آگهی پیش پرداخت هست 
_کارمزد تا ۱۲ ماه ۴ درصد 
_کارمزد تا ۲۴ ماه ۴/۵ درصد 
_امکان معاوضه با موتور سیکلت،گوشی موبایل ، اتومبیل مدل بالا ۹۰ هست 
_بلوار سازمان آب (میدان راهنمایی) صادقی ۸ روبروی آپادانا ۲ اتوگالری صبوری",۱۱۰۰۰۰,۱۴۰۰ - ۲۰۲۱,سفید,تیبا 2 (هاچبک) EX,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۴۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,,400000000.0,110000.0,1400.0,2021.0,False,,False,False,تیبا,False,False,6.0,0.011685116851168511,0.0007147962830593281,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.07503075030750307
gaSq5oO1,پژو 206اس دی 93,2026-08-29 12:09:00,مشهد,امیر,https://divar.ir/v/gaSq5oO1,با سلام پژو 206تیپ پنج وی ۸ مدل 93 بیمه یکسال، لاستیک 70درصد شیشه دودی ضبط و باند پایونر کارکرد 257 هزار تا چراغ عقب نعون دار ،روکش صندلی چرم ومقدار رنگ یک کاپوت و یکسوم گلگیر رنگ شاسی عقب و جلو پلمپ.برگه کارشناسی موجوده.معاوضه با 207 صفر یا کارکرده404یا 403 هم دارم.با تشکر از دیوار,۲۵۷۰۰۰,۱۳۹۳ - ۲۰۱۴,سفید,پژو 206 SD V8,۱۲ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۱۸۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,خط و خش جزیی,,1180000000.0,257000.0,1393.0,2014.0,False,,False,False,پژو,False,False,12.0,0.2816728167281673,0.002144388849177984,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0940959409594096
gapimRJM,شاهین اتومات ۱۴۰۳,2026-09-15 19:18:00,مشهد,بالا خیابان,https://divar.ir/v/gapimRJM,سلام شاهین اتومات فول مدل۱۴۰۳بی رنگ بدون نقطه مدارک کامل تک برگ سند کارمندی ماشین دوم بوده همیشه پارک هست گارانتی فعال دارای روکش و کفپوش پنج بعدی  ۱۴هزار کار واقعی بیمه یک سال فروش فقط نقدی تخفیف پای قولنامه درضمن ماشین بیرجند می‌باشد,۱۴۰۰۰,۱۴۰۳ - ۲۰۲۴,سفید,شاهین G CVT,۱۲ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۲,۲۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2250000000.0,14000.0,1403.0,2024.0,False,,False,False,شاهین,False,False,12.0,0.01783517835178352,0.0007147962830593281,0.14083640836408365,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapqxjt8,پراید کوییک ساینا پژو فوری,2026-09-15 13:45:00,مشهد,شهید قربانی,https://divar.ir/v/gapqxjt8,"سلام ماشین پراید مدل 88 موتور تازه تعمیر به شرط جلو بندی نو لاستیک ها ۴ تاش 90درصد بیمه 2 ماه مونده روکش صندلی تازه هم دوگانه سوز شده بدون ریالی خرج افتاب سوختگی روی کاپوت سقف داره ماشین روسه لکه رنگ داره به عنوان دور رنگ داده میشود تخفیف پای معامله 
معاوضه با تیبا 2 یا رانا دارم بقیش نقد پرداخت میشود",۴۰۰۰۰۰,۱۳۸۸ - ۲۰۰۹,نقره ای,پراید Saba GLXI,۲ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز دستی,"‏۴۲۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,خط و خش جزیی,,420000000.0,400000.0,1388.0,2009.0,False,,False,False,پراید,False,False,2.0,0.13899138991389914,0.002144388849177984,0.14083640836408365,0.03013530135301353,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0940959409594096
gapa2AHg,پراید ۱۳۱,2026-09-15 19:17:00,مشهد,شهید علی محمدی,https://divar.ir/v/gapa2AHg,"از طرف شاگردتصادف 
داشته سره شاستی 
دادم بکشند صافکاری 
فقط یک گلگیر و یک 
رودر میخواهد
دور رنگ  
همین طور توی صافکاری
واگذار میکنم 
موتور یک دست رینگ میخواهد
ببینید بعدقیمت بدهید
دوگانه بوده منبع ورگلاتور ندارد
اگر خواستن انهارومیگذارم
معاوضه با خودرو فرسوده 
با تشکر ازدیوار",۲۹۰۰۰۰,۱۳۸۶ - ۲۰۰۷,اطلسی,پراید Saba GLXI,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۲۲۸,۰۰۰,۰۰۰ تومان",نیاز به تعمیر,,دوررنگ,,228000000.0,290000.0,1386.0,2007.0,False,,False,False,پراید,False,False,6.0,0.13899138991389914,0.0014295925661186562,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.008610086100861008,,0.0984009840098401
gape2S-R,ساینا ۴۰۲ بیرنگ نقد و اقساط,2026-09-15 19:16:00,مشهد,دانشجو,https://divar.ir/v/gape2S-R,"باسلام و احترام
مبلغ درج شده پیش پرداخت میباشد❗️
مبلغ خودرو با احترام ۱/۲۰۰ت تقدیم‌میگردد

ساینا ۴۰۲بیرنگ شاسی سالم کم کار در حد یکی دو تا لیسه جزئی داره بدون توضیح فنی درجه یک و کاملا سالم

معاوضه با خودروی شما 
 ✅اقساط بلند مدت متناسب با شرایط خریدار 
✅تحویل آنی خودرو با پرداخت ییش قسط 
✅سند بنام خریدار محترم
✅امکان تسویه زودتر از موعد باکسر سود

جهت اطلاع از سایر خودروهای موجود و صفر،
 لطفا حتما از ساعت۱۶به بعد تماس بگیرید باتشکر
 شرایط تو،انتخاب تو❤️
کارشناس فروش :ایروانی",۵۰۰۰۰,۱۴۰۲ - ۲۰۲۳,سفید,ساینا دنده ای S,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۶۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,600000000.0,50000.0,1402.0,2023.0,False,,False,False,ساینا,False,False,6.0,0.014760147601476014,0.005003573981415297,0.14083640836408365,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gapeW3J9,سمند ال ایکس مدل۹۲کم کار درحد,2026-09-15 19:16:00,مشهد,ایثارگران,https://divar.ir/v/gapeW3J9,سلام فنی موتوری عالی بدون روغن سوزی به شرط مکانیک رنگ کاپوت وگلگیر وسه تیکه عقب آبرنگ ماشین کنار خیابان پارک بوده از عقب زده بخاطر زیبایی آبرنگ زدم شاسی عقب جزیی وجلو سالم لاستیک نو دوگانه سوز منبع بزرگ سالم  مثل بنزین کار مکنه منبع تاریخ داره معاینه فنی دارد بیمه ۶ماه کارت سوخت فعال کولر و بخاری سالم   فروش نقدی می‌باشد,۲۸۰۰۰۰,۱۳۹۲ - ۲۰۱۳,سفید,سمند LX ساده,۶ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز دستی,"‏۷۱۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,خط و خش جزیی,,710000000.0,280000.0,1392.0,2013.0,False,,False,False,سمند,False,False,6.0,0.06519065190651907,0.002144388849177984,0.14083640836408365,0.03013530135301353,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0940959409594096
